F1,F2,F3,F4,F5,F6,F7,F8,F9
-9.698437734750879613e-02,-1.912155993697585710e-01,2.888795840518421643e-01,-2.569496360876221130e-01,2.501098576440254906e-01,2.366096841330727896e-01,-3.072367317905332351e-01,-1.912228973952317945e-01,-7.979769353392987541e-02
-1.048984016998289887e-01,-2.066337800659344692e-01,2.922103823507964382e-01,-2.495702844259391484e-01,2.739954380798976241e-01,2.277398973070501043e-01,-3.042000684961893575e-01,-1.892940395898207451e-01,9.492046118317198911e-02
-9.822029989807426476e-02,-1.809569313426424297e-01,2.810853457057639893e-01,-2.830987736808713295e-01,2.759908937762498571e-01,2.449561118158451178e-01,-3.284174219502158376e-01,1.577942353353710969e-01,-1.033426157704690901e-01
-9.476512173519534288e-02,-1.699409847469340595e-01,2.841691908967116653e-01,-2.649030622837981186e-01,2.603043237207985361e-01,2.306633413621413387e-01,-3.280408429550794036e-01,1.894364665417652971e-01,9.536846130029925928e-02
-1.002353115358638747e-01,-1.891589679814229819e-01,2.721299364158435430e-01,-2.541501397995080680e-01,2.675142622572788675e-01,2.426996000216884997e-01,3.107104721970064820e-01,-2.107398280886727260e-01,-7.515937204832510987e-02
-1.002841853859535309e-01,-2.020639094594299523e-01,2.681837339165443201e-01,-2.530184414668121828e-01,2.625891770653562829e-01,2.604741921136604077e-01,3.017836978567779993e-01,-2.125729084760529519e-01,7.571390037717370958e-02
-9.353004483131888147e-02,-1.932461282244460343e-01,2.631880100107982789e-01,-2.578834420538737016e-01,2.568719320435484121e-01,2.352964463370028902e-01,3.407950312079104371e-01,2.065066789176163986e-01,-9.564890043424480182e-02
-1.021160331366044310e-01,-1.869611345864527208e-01,2.641303580183366750e-01,-2.350820281594361849e-01,2.719885068802911920e-01,2.514962266442243854e-01,3.334060200159618681e-01,2.097423698893824129e-01,7.305299637727448447e-02
-8.853624993826030021e-02,-2.170778564122577969e-01,3.075093347525625354e-01,2.516669558373794136e-01,-2.663104456443841084e-01,-2.446809269798864428e-01,-2.809681381712884618e-01,-1.714041965884657015e-01,-6.836229280188453605e-02
-1.131160023516007418e-01,-2.242772831635847230e-01,3.005847644028724619e-01,2.448477836493663240e-01,-2.309967920981730316e-01,-2.211694771937740833e-01,-3.056740313195930314e-01,-1.969524871024647406e-01,9.274250254775288915e-02
-9.346407914448602583e-02,-2.123770809242410684e-01,2.996440950194498298e-01,2.665262154760674185e-01,-2.561499291055609473e-01,-2.342718205373137130e-01,-2.924544662943326379e-01,1.645803399839280978e-01,-9.468993318647722646e-02
-8.168190658117899239e-02,-2.074238166815055018e-01,2.921813669482691833e-01,2.574919088227526909e-01,-2.399391539691065611e-01,-2.189391705099079932e-01,-3.084491799187255578e-01,2.013109694618820389e-01,9.229065072231844302e-02
-8.945858809974802095e-02,-2.126599426760410194e-01,3.217230194108143260e-01,2.240655476432709403e-01,-2.435443003562983433e-01,-2.673292472613453818e-01,2.909375035100807971e-01,-1.988581187475663981e-01,-8.518548492563143837e-02
-8.528165440313786871e-02,-2.109976683151777443e-01,2.993859877726179897e-01,2.413281135579958547e-01,-2.607680065147565673e-01,-2.189948580243209764e-01,2.901310780864513328e-01,-2.161570639222572532e-01,9.758568965718998622e-02
-1.044849455516519005e-01,-2.153770336223486404e-01,3.120774471392921412e-01,2.338753097426539140e-01,-2.400371777186602329e-01,-2.525521223669163762e-01,2.880452499213971840e-01,1.948413731729530807e-01,-8.408702569514195369e-02
-8.297081694014073194e-02,-2.191985733291732241e-01,2.907843133508941080e-01,2.278530002392214204e-01,-2.438526978782849242e-01,-2.271682045274417416e-01,3.132253798222567887e-01,2.139874966235189857e-01,1.152754067145615180e-01
-1.035562757189925215e-01,-2.085798490326039312e-01,3.121546382525299257e-01,2.630719373093897140e-01,-2.716680802926438876e-01,2.324039970825275692e-01,-2.999709015133076306e-01,-1.975660216764399957e-01,-7.620883337742047348e-02
-9.903166453925525692e-02,-2.178389895672504795e-01,2.870960952673891065e-01,2.463095716725870188e-01,-2.793442230327148890e-01,2.289037523280481878e-01,-2.847157786000162893e-01,-2.063485090490656537e-01,8.515290267706365768e-02
-9.703061642249802277e-02,-2.159060680437069335e-01,2.910317156965180341e-01,2.415430633331941135e-01,-2.680840203255327459e-01,2.294416367792517231e-01,-3.100821363571901190e-01,2.016440318847036728e-01,-8.938900328400280204e-02
-9.161690316493781294e-02,-2.292394979292551871e-01,2.868848952208689629e-01,2.525244851456375783e-01,-2.714257377741284838e-01,2.313041778936727189e-01,-3.046581701937221554e-01,1.929627023878826286e-01,8.428661440257938231e-02
-8.348128958936854027e-02,-2.209166233300122462e-01,2.846000480937734833e-01,2.259271220094616062e-01,-2.606633263978822002e-01,2.373072936546269940e-01,2.885656392432340289e-01,-2.239471650344437847e-01,-8.355908995874389289e-02
-9.824001551703072377e-02,-2.045278077198905975e-01,2.940127385261648296e-01,2.352907696461518650e-01,-2.831796082830549399e-01,2.311656315114979932e-01,2.983446840296452018e-01,-2.250410894408595985e-01,8.115223228759183005e-02
-6.205900807335285041e-02,-2.102324546655263138e-01,2.936555697237804852e-01,2.601149503746440494e-01,-2.681286976760242635e-01,2.407815234334303167e-01,3.199841167533565289e-01,1.977967586133883016e-01,-9.678406616139303975e-02
-9.715856735357432383e-02,-1.898849205937829521e-01,2.696462297935322550e-01,2.438579605456425436e-01,-2.678406603226891614e-01,2.480608356106236423e-01,3.285621014880696356e-01,2.133722909870986173e-01,1.053855584962340025e-01
-8.941247629583869150e-02,-1.986434843804985584e-01,3.056331793533303420e-01,2.692047309159806279e-01,2.573740435072298660e-01,-2.675772803834893798e-01,-2.804427300616362251e-01,-1.726239327964936843e-01,-8.683582325422038728e-02
-8.506449025427727240e-02,-1.951020093832409041e-01,2.838438352355235339e-01,2.732940080039790720e-01,2.728189866940483599e-01,-2.291042435091320273e-01,-3.031014006227755742e-01,-2.079962835219089368e-01,1.021097824689474048e-01
-9.174771467109120449e-02,-1.990923341472247143e-01,3.048701181472788235e-01,2.716836745924219310e-01,2.469615451090990399e-01,-2.668287400740236293e-01,-2.984786746013069481e-01,1.575763433720416551e-01,-8.265256177629429213e-02
-9.482351147855182238e-02,-1.886108517916409155e-01,3.222878293043924258e-01,2.516484505687854867e-01,2.420779558517737740e-01,-2.384033850878877481e-01,-3.106290191563381153e-01,1.851315834185802145e-01,8.288647246627950382e-02
-8.339522431465859476e-02,-1.963645559853935407e-01,2.965473777636791208e-01,2.599157886757565983e-01,2.596249658402406402e-01,-2.544803318918418822e-01,2.979864329346250118e-01,-1.775135957365875372e-01,-9.265546465788442043e-02
-8.644517621541238095e-02,-1.960406195273471375e-01,3.120250980056370471e-01,2.429134335375558451e-01,2.750814757724278636e-01,-2.373722178614711964e-01,3.009810699406058609e-01,-1.900265410919420861e-01,9.828795044690927241e-02
-8.245469664916744990e-02,-1.987517557188472894e-01,3.127490668649389183e-01,2.633265241819317537e-01,2.579325618290886912e-01,-2.565587654681159568e-01,2.923464752658574972e-01,1.959066629098298318e-01,-1.038741509764641163e-01
-6.643698738742806476e-02,-1.922155054040509403e-01,2.976845648561475821e-01,2.463170190126869330e-01,2.379000318409612569e-01,-2.569196097958005853e-01,3.101812818685605877e-01,2.127936332217704452e-01,1.001133678147723555e-01
-8.880079657660661097e-02,-2.093144448262642676e-01,2.994721542693565275e-01,2.665003123121655326e-01,2.744822533534503339e-01,2.475057698520942151e-01,-2.850923651326111030e-01,-1.476544470112129415e-01,-7.812290162600561694e-02
-7.298342236859094168e-02,-1.972603017152337601e-01,3.185685225072617532e-01,2.665514163253590030e-01,2.602514228494891002e-01,2.412434307574478354e-01,-2.961227226638136756e-01,-1.788077447054690627e-01,8.553253134522283141e-02
